,Type,Maker,Model,Years,Sales
1585,PEV,Ford,Fusion Energi,2007,0.0
1586,PEV,Ford,Fusion Energi,2008,0.0
1587,PEV,Ford,Fusion Energi,2009,0.0
1588,PEV,Ford,Fusion Energi,2010,0.0
1589,PEV,Ford,Fusion Energi,2011,0.0
1590,PEV,Ford,Fusion Energi,2012,0.0
1591,PEV,Ford,Fusion Energi,2013,6089.0
1592,PEV,Ford,Fusion Energi,2014,11550.0
1593,PEV,Ford,Fusion Energi,2015,9750.0
1594,PEV,Ford,Fusion Energi,2016,15938.0
1595,PEV,Ford,Fusion Energi,2017,9632.0
1596,PEV,Honda,Accord,1999,0.0
1597,PEV,Honda,Accord,2000,0.0
1598,PEV,Honda,Accord,2001,0.0
1599,PEV,Honda,Accord,2002,0.0
1600,PEV,Honda,Accord,2003,0.0
1601,PEV,Honda,Accord,2004,0.0
1602,PEV,Honda,Accord,2005,0.0
1603,PEV,Honda,Accord,2006,0.0
1604,PEV,Honda,Accord,2007,0.0
1605,PEV,Honda,Accord,2008,0.0
1606,PEV,Honda,Accord,2009,0.0
1607,PEV,Honda,Accord,2010,0.0
1608,PEV,Honda,Accord,2011,0.0
1609,PEV,Honda,Accord,2012,0.0
1610,PEV,Honda,Accord,2013,526.0
1611,PEV,Honda,Accord,2014,449.0
1612,PEV,Honda,Accord,2015,63.0
1613,PEV,Honda,Accord,2016,0.0
1614,PEV,Honda,Accord,2017,0.0
1615,PEV,Honda,Clarity BEV,1999,0.0
1616,PEV,Honda,Clarity BEV,2000,0.0
1617,PEV,Honda,Clarity BEV,2001,0.0
1618,PEV,Honda,Clarity BEV,2002,0.0
1619,PEV,Honda,Clarity BEV,2003,0.0
1620,PEV,Honda,Clarity BEV,2004,0.0
1621,PEV,Honda,Clarity BEV,2005,0.0
1622,PEV,Honda,Clarity BEV,2006,0.0
1623,PEV,Honda,Clarity BEV,2007,0.0
1624,PEV,Honda,Clarity BEV,2008,0.0
1625,PEV,Honda,Clarity BEV,2009,0.0
1626,PEV,Honda,Clarity BEV,2010,0.0
1627,PEV,Honda,Clarity BEV,2011,0.0
1628,PEV,Honda,Clarity BEV,2012,0.0
1629,PEV,Honda,Clarity BEV,2013,0.0
1630,PEV,Honda,Clarity BEV,2014,0.0
1631,PEV,Honda,Clarity BEV,2015,0.0
1632,PEV,Honda,Clarity BEV,2016,0.0
1633,PEV,Honda,Clarity BEV,2017,1111.0
1634,PEV,Honda,Clarity Plug-in,1999,0.0
1635,PEV,Honda,Clarity Plug-in,2000,0.0
1636,PEV,Honda,Clarity Plug-in,2001,0.0
1637,PEV,Honda,Clarity Plug-in,2002,0.0
1638,PEV,Honda,Clarity Plug-in,2003,0.0
1639,PEV,Honda,Clarity Plug-in,2004,0.0
1640,PEV,Honda,Clarity Plug-in,2005,0.0
1641,PEV,Honda,Clarity Plug-in,2006,0.0
1642,PEV,Honda,Clarity Plug-in,2007,0.0
1643,PEV,Honda,Clarity Plug-in,2008,0.0
1644,PEV,Honda,Clarity Plug-in,2009,0.0
1645,PEV,Honda,Clarity Plug-in,2010,0.0
1646,PEV,Honda,Clarity Plug-in,2011,0.0
1647,PEV,Honda,Clarity Plug-in,2012,0.0
1648,PEV,Honda,Clarity Plug-in,2013,0.0
1649,PEV,Honda,Clarity Plug-in,2014,0.0
1650,PEV,Honda,Clarity Plug-in,2015,0.0
1651,PEV,Honda,Clarity Plug-in,2016,0.0
1652,PEV,Honda,Clarity Plug-in,2017,898.0
1653,PEV,Honda,Fit EV,1999,0.0
1654,PEV,Honda,Fit EV,2000,0.0
1655,PEV,Honda,Fit EV,2001,0.0
1656,PEV,Honda,Fit EV,2002,0.0
1657,PEV,Honda,Fit EV,2003,0.0
1658,PEV,Honda,Fit EV,2004,0.0
1659,PEV,Honda,Fit EV,2005,0.0
1660,PEV,Honda,Fit EV,2006,0.0
1661,PEV,Honda,Fit EV,2007,0.0
1662,PEV,Honda,Fit EV,2008,0.0
1663,PEV,Honda,Fit EV,2009,0.0
1664,PEV,Honda,Fit EV,2010,0.0
1665,PEV,Honda,Fit EV,2011,0.0
1666,PEV,Honda,Fit EV,2012,93.0
1667,PEV,Honda,Fit EV,2013,569.0
1668,PEV,Honda,Fit EV,2014,407.0
1669,PEV,Honda,Fit EV,2015,2.0
1670,PEV,Honda,Fit EV,2016,0.0
1671,PEV,Honda,Fit EV,2017,0.0
1672,PEV,Hyundai,Ioniq EV,1999,0.0
1673,PEV,Hyundai,Ioniq EV,2000,0.0
1674,PEV,Hyundai,Ioniq EV,2001,0.0
1675,PEV,Hyundai,Ioniq EV,2002,0.0
1676,PEV,Hyundai,Ioniq EV,2003,0.0
1677,PEV,Hyundai,Ioniq EV,2004,0.0
1678,PEV,Hyundai,Ioniq EV,2005,0.0
1679,PEV,Hyundai,Ioniq EV,2006,0.0
1680,PEV,Hyundai,Ioniq EV,2007,0.0
1681,PEV,Hyundai,Ioniq EV,2008,0.0
1682,PEV,Hyundai,Ioniq EV,2009,0.0
1683,PEV,Hyundai,Ioniq EV,2010,0.0
1684,PEV,Hyundai,Ioniq EV,2011,0.0
1685,PEV,Hyundai,Ioniq EV,2012,0.0
1686,PEV,Hyundai,Ioniq EV,2013,0.0
1687,PEV,Hyundai,Ioniq EV,2014,0.0
1688,PEV,Hyundai,Ioniq EV,2015,0.0
1689,PEV,Hyundai,Ioniq EV,2016,0.0
1690,PEV,Hyundai,Ioniq EV,2017,427.0
1691,PEV,Hyundai,Sonata Plug-in,1999,0.0
1692,PEV,Hyundai,Sonata Plug-in,2000,0.0
1693,PEV,Hyundai,Sonata Plug-in,2001,0.0
1694,PEV,Hyundai,Sonata Plug-in,2002,0.0
1695,PEV,Hyundai,Sonata Plug-in,2003,0.0
1696,PEV,Hyundai,Sonata Plug-in,2004,0.0
1697,PEV,Hyundai,Sonata Plug-in,2005,0.0
1698,PEV,Hyundai,Sonata Plug-in,2006,0.0
1699,PEV,Hyundai,Sonata Plug-in,2007,0.0
1700,PEV,Hyundai,Sonata Plug-in,2008,0.0
1701,PEV,Hyundai,Sonata Plug-in,2009,0.0
1702,PEV,Hyundai,Sonata Plug-in,2010,0.0
1703,PEV,Hyundai,Sonata Plug-in,2011,0.0
1704,PEV,Hyundai,Sonata Plug-in,2012,0.0
1705,PEV,Hyundai,Sonata Plug-in,2013,0.0
1706,PEV,Hyundai,Sonata Plug-in,2014,0.0
1707,PEV,Hyundai,Sonata Plug-in,2015,0.0
1708,PEV,Hyundai,Sonata Plug-in,2016,3000.0
1709,PEV,Hyundai,Sonata Plug-in,2017,2254.0
1710,PEV,Kia,Optima Plug-in,1999,0.0
1711,PEV,Kia,Optima Plug-in,2000,0.0
1712,PEV,Kia,Optima Plug-in,2001,0.0
1713,PEV,Kia,Optima Plug-in,2002,0.0
1714,PEV,Kia,Optima Plug-in,2003,0.0
1715,PEV,Kia,Optima Plug-in,2004,0.0
1716,PEV,Kia,Optima Plug-in,2005,0.0
1717,PEV,Kia,Optima Plug-in,2006,0.0
1718,PEV,Kia,Optima Plug-in,2007,0.0
1719,PEV,Kia,Optima Plug-in,2008,0.0
1720,PEV,Kia,Optima Plug-in,2009,0.0
1721,PEV,Kia,Optima Plug-in,2010,0.0
1722,PEV,Kia,Optima Plug-in,2011,0.0
1723,PEV,Kia,Optima Plug-in,2012,0.0
1724,PEV,Kia,Optima Plug-in,2013,0.0
1725,PEV,Kia,Optima Plug-in,2014,0.0
1726,PEV,Kia,Optima Plug-in,2015,0.0
1727,PEV,Kia,Optima Plug-in,2016,0.0
1728,PEV,Kia,Optima Plug-in,2017,1542.0
1729,PEV,Kia,Soul EV,1999,0.0
1730,PEV,Kia,Soul EV,2000,0.0
1731,PEV,Kia,Soul EV,2001,0.0
1732,PEV,Kia,Soul EV,2002,0.0
1733,PEV,Kia,Soul EV,2003,0.0
1734,PEV,Kia,Soul EV,2004,0.0
1735,PEV,Kia,Soul EV,2005,0.0
1736,PEV,Kia,Soul EV,2006,0.0
1737,PEV,Kia,Soul EV,2007,0.0
1738,PEV,Kia,Soul EV,2008,0.0
1739,PEV,Kia,Soul EV,2009,0.0
1740,PEV,Kia,Soul EV,2010,0.0
1741,PEV,Kia,Soul EV,2011,0.0
1742,PEV,Kia,Soul EV,2012,0.0
1743,PEV,Kia,Soul EV,2013,0.0
1744,PEV,Kia,Soul EV,2014,250.0
1745,PEV,Kia,Soul EV,2015,1015.0
1746,PEV,Kia,Soul EV,2016,1728.0
1747,PEV,Kia,Soul EV,2017,2157.0
1748,PEV,Mercedes,B-Class Electric,1999,0.0
1749,PEV,Mercedes,B-Class Electric,2000,0.0
1750,PEV,Mercedes,B-Class Electric,2001,0.0
1751,PEV,Mercedes,B-Class Electric,2002,0.0
1752,PEV,Mercedes,B-Class Electric,2003,0.0
1753,PEV,Mercedes,B-Class Electric,2004,0.0
1754,PEV,Mercedes,B-Class Electric,2005,0.0
1755,PEV,Mercedes,B-Class Electric,2006,0.0
1756,PEV,Mercedes,B-Class Electric,2007,0.0
1757,PEV,Mercedes,B-Class Electric,2008,0.0
1758,PEV,Mercedes,B-Class Electric,2009,0.0
1759,PEV,Mercedes,B-Class Electric,2010,0.0
1760,PEV,Mercedes,B-Class Electric,2011,0.0
1761,PEV,Mercedes,B-Class Electric,2012,0.0
1762,PEV,Mercedes,B-Class Electric,2013,0.0
1763,PEV,Mercedes,B-Class Electric,2014,774.0
1764,PEV,Mercedes,B-Class Electric,2015,1906.0
1765,PEV,Mercedes,B-Class Electric,2016,632.0
1766,PEV,Mercedes,B-Class Electric,2017,744.0
1767,PEV,Mercedes,C350We Plug-in Hybrid,1999,0.0
1768,PEV,Mercedes,C350We Plug-in Hybrid,2000,0.0
1769,PEV,Mercedes,C350We Plug-in Hybrid,2001,0.0
1770,PEV,Mercedes,C350We Plug-in Hybrid,2002,0.0
1771,PEV,Mercedes,C350We Plug-in Hybrid,2003,0.0
1772,PEV,Mercedes,C350We Plug-in Hybrid,2004,0.0
1773,PEV,Mercedes,C350We Plug-in Hybrid,2005,0.0
1774,PEV,Mercedes,C350We Plug-in Hybrid,2006,0.0
1775,PEV,Mercedes,C350We Plug-in Hybrid,2007,0.0
1776,PEV,Mercedes,C350We Plug-in Hybrid,2008,0.0
1777,PEV,Mercedes,C350We Plug-in Hybrid,2009,0.0
1778,PEV,Mercedes,C350We Plug-in Hybrid,2010,0.0
1779,PEV,Mercedes,C350We Plug-in Hybrid,2011,0.0
1780,PEV,Mercedes,C350We Plug-in Hybrid,2012,0.0
1781,PEV,Mercedes,C350We Plug-in Hybrid,2013,0.0
1782,PEV,Mercedes,C350We Plug-in Hybrid,2014,0.0
1783,PEV,Mercedes,C350We Plug-in Hybrid,2015,0.0
1784,PEV,Mercedes,C350We Plug-in Hybrid,2016,171.0
1785,PEV,Mercedes,C350We Plug-in Hybrid,2017,810.0
1786,PEV,Mercedes,GLE 550e Hybrid,1999,0.0
1787,PEV,Mercedes,GLE 550e Hybrid,2000,0.0
1788,PEV,Mercedes,GLE 550e Hybrid,2001,0.0
1789,PEV,Mercedes,GLE 550e Hybrid,2002,0.0
1790,PEV,Mercedes,GLE 550e Hybrid,2003,0.0
1791,PEV,Mercedes,GLE 550e Hybrid,2004,0.0
1792,PEV,Mercedes,GLE 550e Hybrid,2005,0.0
1793,PEV,Mercedes,GLE 550e Hybrid,2006,0.0
1794,PEV,Mercedes,GLE 550e Hybrid,2007,0.0
1795,PEV,Mercedes,GLE 550e Hybrid,2008,0.0
1796,PEV,Mercedes,GLE 550e Hybrid,2009,0.0
1797,PEV,Mercedes,GLE 550e Hybrid,2010,0.0
1798,PEV,Mercedes,GLE 550e Hybrid,2011,0.0
1799,PEV,Mercedes,GLE 550e Hybrid,2012,0.0
1800,PEV,Mercedes,GLE 550e Hybrid,2013,0.0
1801,PEV,Mercedes,GLE 550e Hybrid,2014,0.0
1802,PEV,Mercedes,GLE 550e Hybrid,2015,0.0
1803,PEV,Mercedes,GLE 550e Hybrid,2016,212.0
1804,PEV,Mercedes,GLE 550e Hybrid,2017,430.0
1805,PEV,Mercedes,S550 Plug In,1999,0.0
1806,PEV,Mercedes,S550 Plug In,2000,0.0
1807,PEV,Mercedes,S550 Plug In,2001,0.0
1808,PEV,Mercedes,S550 Plug In,2002,0.0
1809,PEV,Mercedes,S550 Plug In,2003,0.0
1810,PEV,Mercedes,S550 Plug In,2004,0.0
1811,PEV,Mercedes,S550 Plug In,2005,0.0
1812,PEV,Mercedes,S550 Plug In,2006,0.0
1813,PEV,Mercedes,S550 Plug In,2007,0.0
1814,PEV,Mercedes,S550 Plug In,2008,0.0
1815,PEV,Mercedes,S550 Plug In,2009,0.0
1816,PEV,Mercedes,S550 Plug In,2010,0.0
1817,PEV,Mercedes,S550 Plug In,2011,0.0
1818,PEV,Mercedes,S550 Plug In,2012,0.0
1819,PEV,Mercedes,S550 Plug In,2013,0.0
1820,PEV,Mercedes,S550 Plug In,2014,0.0
1821,PEV,Mercedes,S550 Plug In,2015,118.0
1822,PEV,Mercedes,S550 Plug In,2016,550.0
1823,PEV,Mercedes,S550 Plug In,2017,583.0
1824,PEV,Mini,Cooper Countryman Plug In,1999,0.0
1825,PEV,Mini,Cooper Countryman Plug In,2000,0.0
1826,PEV,Mini,Cooper Countryman Plug In,2001,0.0
1827,PEV,Mini,Cooper Countryman Plug In,2002,0.0
1828,PEV,Mini,Cooper Countryman Plug In,2003,0.0
1829,PEV,Mini,Cooper Countryman Plug In,2004,0.0
1830,PEV,Mini,Cooper Countryman Plug In,2005,0.0
1831,PEV,Mini,Cooper Countryman Plug In,2006,0.0
1832,PEV,Mini,Cooper Countryman Plug In,2007,0.0
1833,PEV,Mini,Cooper Countryman Plug In,2008,0.0
1834,PEV,Mini,Cooper Countryman Plug In,2009,0.0
1835,PEV,Mini,Cooper Countryman Plug In,2010,0.0
1836,PEV,Mini,Cooper Countryman Plug In,2011,0.0
1837,PEV,Mini,Cooper Countryman Plug In,2012,0.0
1838,PEV,Mini,Cooper Countryman Plug In,2013,0.0
1839,PEV,Mini,Cooper Countryman Plug In,2014,0.0
1840,PEV,Mini,Cooper Countryman Plug In,2015,0.0
1841,PEV,Mini,Cooper Countryman Plug In,2016,0.0
1842,PEV,Mini,Cooper Countryman Plug In,2017,475.0
1843,PEV,Mitsubishi,i-MiEV,1999,0.0
1844,PEV,Mitsubishi,i-MiEV,2000,0.0
1845,PEV,Mitsubishi,i-MiEV,2001,0.0
1846,PEV,Mitsubishi,i-MiEV,2002,0.0
1847,PEV,Mitsubishi,i-MiEV,2003,0.0
1848,PEV,Mitsubishi,i-MiEV,2004,0.0
1849,PEV,Mitsubishi,i-MiEV,2005,0.0
1850,PEV,Mitsubishi,i-MiEV,2006,0.0
1851,PEV,Mitsubishi,i-MiEV,2007,0.0
1852,PEV,Mitsubishi,i-MiEV,2008,0.0
1853,PEV,Mitsubishi,i-MiEV,2009,0.0
1854,PEV,Mitsubishi,i-MiEV,2010,0.0
1855,PEV,Mitsubishi,i-MiEV,2011,76.0
1856,PEV,Mitsubishi,i-MiEV,2012,588.0
1857,PEV,Mitsubishi,i-MiEV,2013,1029.0
1858,PEV,Mitsubishi,i-MiEV,2014,196.0
1859,PEV,Mitsubishi,i-MiEV,2015,115.0
1860,PEV,Mitsubishi,i-MiEV,2016,94.0
1861,PEV,Mitsubishi,i-MiEV,2017,6.0
1862,PEV,Nissan,LEAF,1999,0.0
1863,PEV,Nissan,LEAF,2000,0.0
1864,PEV,Nissan,LEAF,2001,0.0
1865,PEV,Nissan,LEAF,2002,0.0
1866,PEV,Nissan,LEAF,2003,0.0
1867,PEV,Nissan,LEAF,2004,0.0
1868,PEV,Nissan,LEAF,2005,0.0
1869,PEV,Nissan,LEAF,2006,0.0
1870,PEV,Nissan,LEAF,2007,0.0
1871,PEV,Nissan,LEAF,2008,0.0
1872,PEV,Nissan,LEAF,2009,0.0
1873,PEV,Nissan,LEAF,2010,0.0
1874,PEV,Nissan,LEAF,2011,9674.0
1875,PEV,Nissan,LEAF,2012,9819.0
1876,PEV,Nissan,LEAF,2013,22610.0
1877,PEV,Nissan,LEAF,2014,30200.0
1878,PEV,Nissan,LEAF,2015,17269.0
1879,PEV,Nissan,LEAF,2016,14006.0
1880,PEV,Nissan,LEAF,2017,11230.0
1881,PEV,Porsche,Cayenne S E-Hybrid,1999,0.0
1882,PEV,Porsche,Cayenne S E-Hybrid,2000,0.0
1883,PEV,Porsche,Cayenne S E-Hybrid,2001,0.0
1884,PEV,Porsche,Cayenne S E-Hybrid,2002,0.0
1885,PEV,Porsche,Cayenne S E-Hybrid,2003,0.0
1886,PEV,Porsche,Cayenne S E-Hybrid,2004,0.0
1887,PEV,Porsche,Cayenne S E-Hybrid,2005,0.0
1888,PEV,Porsche,Cayenne S E-Hybrid,2006,0.0
1889,PEV,Porsche,Cayenne S E-Hybrid,2007,0.0
1890,PEV,Porsche,Cayenne S E-Hybrid,2008,0.0
1891,PEV,Porsche,Cayenne S E-Hybrid,2009,0.0
1892,PEV,Porsche,Cayenne S E-Hybrid,2010,0.0
1893,PEV,Porsche,Cayenne S E-Hybrid,2011,0.0
1894,PEV,Porsche,Cayenne S E-Hybrid,2012,0.0
1895,PEV,Porsche,Cayenne S E-Hybrid,2013,0.0
1896,PEV,Porsche,Cayenne S E-Hybrid,2014,112.0
1897,PEV,Porsche,Cayenne S E-Hybrid,2015,1163.0
1898,PEV,Porsche,Cayenne S E-Hybrid,2016,2111.0
1899,PEV,Porsche,Cayenne S E-Hybrid,2017,1574.0
1900,PEV,Porsche,Panamera S E-Hybrid,1999,0.0
1901,PEV,Porsche,Panamera S E-Hybrid,2000,0.0
1902,PEV,Porsche,Panamera S E-Hybrid,2001,0.0
1903,PEV,Porsche,Panamera S E-Hybrid,2002,0.0
1904,PEV,Porsche,Panamera S E-Hybrid,2003,0.0
1905,PEV,Porsche,Panamera S E-Hybrid,2004,0.0
1906,PEV,Porsche,Panamera S E-Hybrid,2005,0.0
1907,PEV,Porsche,Panamera S E-Hybrid,2006,0.0
1908,PEV,Porsche,Panamera S E-Hybrid,2007,0.0
1909,PEV,Porsche,Panamera S E-Hybrid,2008,0.0
1910,PEV,Porsche,Panamera S E-Hybrid,2009,0.0
1911,PEV,Porsche,Panamera S E-Hybrid,2010,0.0
1912,PEV,Porsche,Panamera S E-Hybrid,2011,0.0
1913,PEV,Porsche,Panamera S E-Hybrid,2012,0.0
1914,PEV,Porsche,Panamera S E-Hybrid,2013,51.0
1915,PEV,Porsche,Panamera S E-Hybrid,2014,879.0
1916,PEV,Porsche,Panamera S E-Hybrid,2015,407.0
1917,PEV,Porsche,Panamera S E-Hybrid,2016,393.0
1918,PEV,Porsche,Panamera S E-Hybrid,2017,18.0
1919,PEV,Smart,ED,1999,0.0
1920,PEV,Smart,ED,2000,0.0
1921,PEV,Smart,ED,2001,0.0
1922,PEV,Smart,ED,2002,0.0
1923,PEV,Smart,ED,2003,0.0
1924,PEV,Smart,ED,2004,0.0
1925,PEV,Smart,ED,2005,0.0
1926,PEV,Smart,ED,2006,0.0
1927,PEV,Smart,ED,2007,0.0
1928,PEV,Smart,ED,2008,0.0
1929,PEV,Smart,ED,2009,0.0
1930,PEV,Smart,ED,2010,0.0
1931,PEV,Smart,ED,2011,310.0
1932,PEV,Smart,ED,2012,2.0
1933,PEV,Smart,ED,2013,0.0
1934,PEV,Smart,ED,2014,0.0
1935,PEV,Smart,ED,2015,0.0
1936,PEV,Smart,ED,2016,0.0
1937,PEV,Smart,ED,2017,0.0
1938,PEV,Smart,for Two EV,1999,0.0
1939,PEV,Smart,for Two EV,2000,0.0
1940,PEV,Smart,for Two EV,2001,0.0
1941,PEV,Smart,for Two EV,2002,0.0
1942,PEV,Smart,for Two EV,2003,0.0
1943,PEV,Smart,for Two EV,2004,0.0
1944,PEV,Smart,for Two EV,2005,0.0
1945,PEV,Smart,for Two EV,2006,0.0
1946,PEV,Smart,for Two EV,2007,0.0
1947,PEV,Smart,for Two EV,2008,0.0
1948,PEV,Smart,for Two EV,2009,0.0
1949,PEV,Smart,for Two EV,2010,0.0
1950,PEV,Smart,for Two EV,2011,0.0
1951,PEV,Smart,for Two EV,2012,137.0
1952,PEV,Smart,for Two EV,2013,923.0
1953,PEV,Smart,for Two EV,2014,2594.0
1954,PEV,Smart,for Two EV,2015,1387.0
1955,PEV,Smart,for Two EV,2016,657.0
1956,PEV,Smart,for Two EV,2017,543.0
1957,PEV,Tesla,Model 3,1999,0.0
1958,PEV,Tesla,Model 3,2000,0.0
1959,PEV,Tesla,Model 3,2001,0.0
1960,PEV,Tesla,Model 3,2002,0.0
1961,PEV,Tesla,Model 3,2003,0.0
1962,PEV,Tesla,Model 3,2004,0.0
1963,PEV,Tesla,Model 3,2005,0.0
1964,PEV,Tesla,Model 3,2006,0.0
1965,PEV,Tesla,Model 3,2007,0.0
1966,PEV,Tesla,Model 3,2008,0.0
1967,PEV,Tesla,Model 3,2009,0.0
1968,PEV,Tesla,Model 3,2010,0.0
1969,PEV,Tesla,Model 3,2011,0.0
1970,PEV,Tesla,Model 3,2012,0.0
1971,PEV,Tesla,Model 3,2013,0.0
1972,PEV,Tesla,Model 3,2014,0.0
1973,PEV,Tesla,Model 3,2015,0.0
1974,PEV,Tesla,Model 3,2016,0.0
1975,PEV,Tesla,Model 3,2017,1770.0
1976,PEV,Tesla,Model S,1999,0.0
1977,PEV,Tesla,Model S,2000,0.0
1978,PEV,Tesla,Model S,2001,0.0
1979,PEV,Tesla,Model S,2002,0.0
1980,PEV,Tesla,Model S,2003,0.0
1981,PEV,Tesla,Model S,2004,0.0
1982,PEV,Tesla,Model S,2005,0.0
1983,PEV,Tesla,Model S,2006,0.0
1984,PEV,Tesla,Model S,2007,0.0
1985,PEV,Tesla,Model S,2008,0.0
1986,PEV,Tesla,Model S,2009,0.0
1987,PEV,Tesla,Model S,2010,0.0
1988,PEV,Tesla,Model S,2011,0.0
1989,PEV,Tesla,Model S,2012,2171.0
1990,PEV,Tesla,Model S,2013,19000.0
1991,PEV,Tesla,Model S,2014,16750.0
1992,PEV,Tesla,Model S,2015,26200.0
1993,PEV,Tesla,Model S,2016,30200.0
1994,PEV,Tesla,Model S,2017,26500.0
1995,PEV,Tesla,Model X,1999,0.0
1996,PEV,Tesla,Model X,2000,0.0
1997,PEV,Tesla,Model X,2001,0.0
1998,PEV,Tesla,Model X,2002,0.0
1999,PEV,Tesla,Model X,2003,0.0
2000,PEV,Tesla,Model X,2004,0.0
2001,PEV,Tesla,Model X,2005,0.0
2002,PEV,Tesla,Model X,2006,0.0
2003,PEV,Tesla,Model X,2007,0.0
2004,PEV,Tesla,Model X,2008,0.0
2005,PEV,Tesla,Model X,2009,0.0
2006,PEV,Tesla,Model X,2010,0.0
2007,PEV,Tesla,Model X,2011,0.0
2008,PEV,Tesla,Model X,2012,0.0
2009,PEV,Tesla,Model X,2013,0.0
2010,PEV,Tesla,Model X,2014,0.0
2011,PEV,Tesla,Model X,2015,208.0
2012,PEV,Tesla,Model X,2016,19600.0
2013,PEV,Tesla,Model X,2017,21700.0
2014,PEV,Toyota,Prius Prime,1999,0.0
2015,PEV,Toyota,Prius Prime,2000,0.0
2016,PEV,Toyota,Prius Prime,2001,0.0
2017,PEV,Toyota,Prius Prime,2002,0.0
2018,PEV,Toyota,Prius Prime,2003,0.0
2019,PEV,Toyota,Prius Prime,2004,0.0
2020,PEV,Toyota,Prius Prime,2005,0.0
2021,PEV,Toyota,Prius Prime,2006,0.0
2022,PEV,Toyota,Prius Prime,2007,0.0
2023,PEV,Toyota,Prius Prime,2008,0.0
2024,PEV,Toyota,Prius Prime,2009,0.0
2025,PEV,Toyota,Prius Prime,2010,0.0
2026,PEV,Toyota,Prius Prime,2011,0.0
2027,PEV,Toyota,Prius Prime,2012,12749.0
2028,PEV,Toyota,Prius Prime,2013,12088.0
2029,PEV,Toyota,Prius Prime,2014,13264.0
2030,PEV,Toyota,Prius Prime,2015,4191.0
2031,PEV,Toyota,Prius Prime,2016,2474.0
2032,PEV,Toyota,Prius Prime,2017,20936.0
2033,PEV,Toyota,RAV4 EV,1999,0.0
2034,PEV,Toyota,RAV4 EV,2000,0.0
2035,PEV,Toyota,RAV4 EV,2001,0.0
2036,PEV,Toyota,RAV4 EV,2002,0.0
2037,PEV,Toyota,RAV4 EV,2003,0.0
2038,PEV,Toyota,RAV4 EV,2004,0.0
2039,PEV,Toyota,RAV4 EV,2005,0.0
2040,PEV,Toyota,RAV4 EV,2006,0.0
2041,PEV,Toyota,RAV4 EV,2007,0.0
2042,PEV,Toyota,RAV4 EV,2008,0.0
2043,PEV,Toyota,RAV4 EV,2009,0.0
2044,PEV,Toyota,RAV4 EV,2010,0.0
2045,PEV,Toyota,RAV4 EV,2011,0.0
2046,PEV,Toyota,RAV4 EV,2012,192.0
2047,PEV,Toyota,RAV4 EV,2013,1005.0
2048,PEV,Toyota,RAV4 EV,2014,1184.0
2049,PEV,Toyota,RAV4 EV,2015,18.0
2050,PEV,Toyota,RAV4 EV,2016,0.0
2051,PEV,Toyota,RAV4 EV,2017,0.0
2052,PEV,VW,e-Golf,1999,0.0
2053,PEV,VW,e-Golf,2000,0.0
2054,PEV,VW,e-Golf,2001,0.0
2055,PEV,VW,e-Golf,2002,0.0
2056,PEV,VW,e-Golf,2003,0.0
2057,PEV,VW,e-Golf,2004,0.0
2058,PEV,VW,e-Golf,2005,0.0
2059,PEV,VW,e-Golf,2006,0.0
2060,PEV,VW,e-Golf,2007,0.0
2061,PEV,VW,e-Golf,2008,0.0
2062,PEV,VW,e-Golf,2009,0.0
2063,PEV,VW,e-Golf,2010,0.0
2064,PEV,VW,e-Golf,2011,0.0
2065,PEV,VW,e-Golf,2012,0.0
2066,PEV,VW,e-Golf,2013,0.0
2067,PEV,VW,e-Golf,2014,357.0
2068,PEV,VW,e-Golf,2015,4232.0
2069,PEV,VW,e-Golf,2016,3937.0
2070,PEV,VW,e-Golf,2017,3534.0
2071,PEV,Volvo,S90 Plug In,1999,0.0
2072,PEV,Volvo,S90 Plug In,2000,0.0
2073,PEV,Volvo,S90 Plug In,2001,0.0
2074,PEV,Volvo,S90 Plug In,2002,0.0
2075,PEV,Volvo,S90 Plug In,2003,0.0
2076,PEV,Volvo,S90 Plug In,2004,0.0
2077,PEV,Volvo,S90 Plug In,2005,0.0
2078,PEV,Volvo,S90 Plug In,2006,0.0
2079,PEV,Volvo,S90 Plug In,2007,0.0
2080,PEV,Volvo,S90 Plug In,2008,0.0
2081,PEV,Volvo,S90 Plug In,2009,0.0
2082,PEV,Volvo,S90 Plug In,2010,0.0
2083,PEV,Volvo,S90 Plug In,2011,0.0
2084,PEV,Volvo,S90 Plug In,2012,0.0
2085,PEV,Volvo,S90 Plug In,2013,0.0
2086,PEV,Volvo,S90 Plug In,2014,0.0
2087,PEV,Volvo,S90 Plug In,2015,0.0
2088,PEV,Volvo,S90 Plug In,2016,0.0
2089,PEV,Volvo,S90 Plug In,2017,112.0
2090,PEV,Volvo,XC60,1999,0.0
2091,PEV,Volvo,XC60,2000,0.0
2092,PEV,Volvo,XC60,2001,0.0
2093,PEV,Volvo,XC60,2002,0.0
2094,PEV,Volvo,XC60,2003,0.0
2095,PEV,Volvo,XC60,2004,0.0
2096,PEV,Volvo,XC60,2005,0.0
2097,PEV,Volvo,XC60,2006,0.0
2098,PEV,Volvo,XC60,2007,0.0
2099,PEV,Volvo,XC60,2008,0.0
2100,PEV,Volvo,XC60,2009,0.0
2101,PEV,Volvo,XC60,2010,0.0
2102,PEV,Volvo,XC60,2011,0.0
2103,PEV,Volvo,XC60,2012,0.0
2104,PEV,Volvo,XC60,2013,0.0
2105,PEV,Volvo,XC60,2014,0.0
